RowId,Location
321,49.586494
322,51.932842
323,60.80705
324,78.75812
325,35.14933
326,78.12178
327,48.227013
328,70.30876
329,47.412857
330,87.30528
331,66.20528
332,38.28467
333,31.496405
334,37.834347
335,59.925606
336,39.299866
337,72.78136
338,39.350777
339,37.679264
340,39.05404
341,25.066227
342,38.875393
343,55.835087
344,31.810482
345,79.18729
346,33.811813
347,42.14796
348,31.481522
349,17.78329
350,32.560062
351,48.79878
352,57.902786
353,62.252327
354,78.195946
355,34.842644
356,78.62915
357,49.433434
358,74.45024
359,49.43845
360,83.78566
361,65.954254
362,36.69879
363,30.2313
364,36.0957
365,60.716835
366,37.386883
367,72.34484
368,36.404804
369,35.743553
370,37.20309
371,24.676903
372,36.704185
373,59.057114
374,31.19699
375,77.18074
376,28.136065
377,38.117714
378,30.911045
379,18.28461
380,28.955908
381,47.18339
382,64.864296
383,62.353336
384,75.81451
385,33.102596
386,76.32421
387,47.399242
388,72.52961
389,47.025227
390,86.05249
391,65.32795
392,37.064438
393,26.13396
394,35.82252
395,60.42064
396,37.262875
397,73.18118
398,38.018517
399,32.345345
400,36.324333
401,19.91883
402,37.330036
403,56.418655
404,26.399277
405,77.94734
406,27.37112
407,35.514027
408,25.61567
409,12.960697
410,26.700119
411,43.394924
412,63.90863
413,61.382057
414,72.83853
415,31.683258
416,71.637024
417,46.334427
418,70.23587
419,45.89238
420,82.073975
421,66.11745
422,39.030163
423,31.787933
424,37.57168
425,59.508293
426,41.32305
427,73.39186
428,40.433083
429,38.37689
430,39.962135
431,24.97506
432,38.45845
433,55.310604
434,31.39751
435,81.07439
436,34.620335
437,42.497284
438,30.708775
439,16.760086
440,31.912817
441,47.04909
442,60.291374
443,61.899418
444,81.67935
445,31.014753
446,79.14922
447,46.702007
448,77.86656
449,46.20522
450,86.77951
451,66.659256
452,36.10318
453,30.327396
454,33.810894
455,60.19989
456,36.73716
457,72.41143
458,37.382843
459,36.497555
460,35.32984
461,24.267162
462,34.70504
463,59.06273
464,28.468452
465,79.058586
466,28.459057
467,39.418587
468,27.493542
469,18.881783
470,24.31568
471,47.60934
472,48.717762
473,59.93441
474,71.605225
475,31.873688
476,70.616585
477,46.180523
478,66.072105
479,45.718956
480,75.58844
481,65.52859
482,38.21637
483,30.01598
484,36.567963
485,58.90641
486,38.97828
487,72.93339
488,39.16922
489,36.833893
490,37.836998
491,23.208237
492,37.22409
493,55.263813
494,30.159122
495,81.14966
496,34.720078
497,42.4797
498,29.426874
499,15.023964
500,31.6904
501,48.055515
502,59.1268
503,59.83989
504,80.297455
505,33.0062
506,79.77149
507,47.393677
508,74.56894
509,46.853924
510,87.058586
511,63.758385
512,35.82344
513,31.823692
514,37.38025
515,58.374226
516,36.942207
517,69.459206
518,35.810173
519,37.042625
520,38.53469
521,26.096651
522,38.45771
523,57.17695
524,29.953848
525,75.44549
526,29.354774
527,39.64425
528,31.742823
529,19.395624
530,32.061302
531,49.631332
532,60.633545
533,65.04019
534,70.325
535,34.208237
536,73.31091
537,49.459335
538,68.62078
539,50.024136
540,78.03379
541,63.890587
542,35.40137
543,30.688736
544,36.887283
545,57.808422
546,35.931904
547,69.38187
548,35.237114
549,36.465
550,37.225697
551,24.628468
552,37.813248
553,54.542732
554,29.342167
555,74.76455
556,28.012123
557,37.265827
558,31.258469
559,17.468632
560,33.616573
561,47.96731
562,55.552216
563,61.826283
564,73.21619
565,36.610275
566,74.454056
567,48.49346
568,70.79065
569,49.28391
570,80.20917
571,65.01389
572,35.18317
573,29.932392
574,34.757442
575,58.30249
576,36.251427
577,71.94775
578,36.29625
579,37.17165
580,36.193443
581,23.039936
582,36.387207
583,57.115685
584,24.372766
585,77.58108
586,28.23405
587,36.981094
588,24.534767
589,16.378803
590,29.120583
591,48.406048
592,50.690292
593,63.919456
594,70.92532
595,31.827614
596,71.542816
597,48.28503
598,63.286037
599,48.767403
600,82.35676
601,64.22917
602,36.195175
603,31.84198
604,37.127758
605,57.84796
606,37.267643
607,70.2254
608,36.275528
609,38.07157
610,38.508533
611,25.458452
612,38.02237
613,53.45889
614,29.626095
615,77.60565
616,28.741756
617,40.239876
618,30.562769
619,16.986574
620,30.47519
621,47.655926
622,58.570473
623,63.86422
624,72.26174
625,34.790108
626,73.99859
627,49.00036
628,70.75755
629,49.147785
630,78.43115
631,66.37266
632,37.90108
633,30.578344
634,36.077507
635,60.967934
636,38.01232
637,74.43417
638,39.547993
639,36.939823
640,36.679684
641,23.91492
642,37.435204
643,56.826202
644,26.77169
645,80.16339
646,30.142982
647,40.090252
648,26.388245
649,17.922941
650,28.01728
651,45.63561
652,61.47319
653,62.297318
654,71.59236
655,33.736984
656,68.825
657,47.50493
658,68.57582
659,47.199135
660,77.84782
661,66.3122
662,37.942028
663,31.095274
664,36.663708
665,61.330826
666,38.577198
667,72.90181
668,38.770336
669,37.201927
670,37.769516
671,25.202879
672,37.952705
673,55.86863
674,29.952686
675,81.11568
676,31.909935
677,40.593792
678,29.357975
679,17.549953
680,29.54067
681,48.243954
682,51.436363
683,62.207016
684,76.297226
685,35.10593
686,76.49452
687,47.92806
688,68.84024
689,47.606926
690,83.692116
691,64.50013
692,39.333485
693,31.90015
694,35.3853
695,58.137695
696,38.61072
697,73.11551
698,38.160763
699,38.28895
700,38.532013
701,23.451925
702,37.172874
703,53.984535
704,31.259521
705,79.77258
706,31.047977
707,39.791195
708,31.830978
709,17.901947
710,28.70655
711,43.204395
712,60.30514
713,65.04431
714,72.03808
715,32.030647
716,72.54634
717,47.243713
718,72.95398
719,43.61813
720,76.46315
721,64.8421
722,35.20394
723,30.42908
724,38.48871
725,58.538666
726,35.62671
727,70.75597
728,35.099747
729,36.628754
730,37.96856
731,24.719112
732,40.394608
733,57.347233
734,27.321293
735,75.328995
736,26.466803
737,37.05269
738,30.496967
739,19.865198
740,31.115265
741,47.904842
742,45.516914
743,64.38588
744,69.20742
745,36.83245
746,72.746
747,49.265038
748,61.95292
749,50.741215
750,76.606445
751,66.894806
752,34.37935
753,28.359776
754,40.198402
755,59.70774
756,36.14693
757,73.98294
758,34.472404
759,36.672348
760,39.178013
761,21.64315
762,40.79075
763,54.45079
764,28.927525
765,80.60569
766,27.252352
767,37.133102
768,32.172424
769,14.710697
770,35.0623
771,50.113388
772,59.811142
773,71.59644
774,72.298965
775,35.614307
776,77.36989
777,51.658493
778,74.02997
779,53.729507
780,78.87645
781,66.27518
782,37.62435
783,28.530396
784,36.565327
785,59.911037
786,37.961033
787,73.30452
788,38.22339
789,34.89054
790,37.343365
791,21.832561
792,37.63129
793,55.53501
794,31.19478
795,79.40932
796,30.58464
797,37.047585
798,31.340672
799,16.055082
800,29.520798
801,45.89392
802,55.6784
803,62.4454
804,76.39696
805,32.876038
806,75.99112
807,46.87833
808,71.199066
809,46.957012
810,86.15715
811,68.21511
812,36.64629
813,29.964508
814,35.8519
815,61.731888
816,36.406242
817,74.99045
818,37.724365
819,36.836716
820,36.46283
821,23.765882
822,37.377724
823,57.0925
824,27.97539
825,82.30504
826,30.335972
827,39.05644
828,27.437569
829,16.564453
830,28.67384
831,47.67041
832,50.707115
833,64.81658
834,74.02982
835,33.63425
836,74.51964
837,48.01838
838,69.61838
839,47.872448
840,82.80353
841,66.42545
842,36.701675
843,29.412249
844,35.94124
845,59.2651
846,37.434624
847,72.45819
848,37.087585
849,35.621216
850,36.545334
851,23.399853
852,36.65075
853,56.929848
854,30.853218
855,79.63515
856,29.8621
857,36.312634
858,31.51233
859,15.133858
860,30.670177
861,45.767105
862,59.698368
863,59.48349
864,80.79864
865,36.22944
866,80.51555
867,47.3221
868,75.87995
869,47.75781
870,89.05557
871,64.23686
872,35.346832
873,31.474392
874,36.54302
875,59.058357
876,36.13056
877,70.05308
878,35.085888
879,36.654457
880,37.64219
881,25.608885
882,37.348827
883,56.854385
884,29.543106
885,75.954834
886,27.733032
887,39.901733
888,31.093903
889,18.611038
890,30.540474
891,48.819088
892,61.067738
893,63.64525
894,73.15511
895,34.257687
896,75.13451
897,48.96563
898,71.39372
899,49.10735
900,81.14181
901,65.75123
902,39.132183
903,31.08282
904,37.683212
905,58.998734
906,40.51378
907,73.222305
908,40.266945
909,37.919342
910,39.604137
911,23.82439
912,38.68364
913,55.219032
914,31.31443
915,80.360054
916,33.39766
917,41.586647
918,30.434216
919,16.002302
920,31.380144
921,48.02467
922,58.74784
923,62.75373
924,79.869965
925,30.51593
926,78.00748
927,47.0728
928,75.92456
929,46.409214
930,85.335205
931,64.88152
932,36.83634
933,29.896507
934,36.825375
935,60.098927
936,37.679077
937,71.69107
938,37.343098
939,36.214314
940,37.87562
941,24.316673
942,38.06525
943,56.02839
944,29.387283
945,78.67853
946,30.646046
947,39.085144
948,29.590233
949,17.684824
950,29.797441
951,49.346867
952,51.596687
953,63.73896
954,73.85409
955,36.30471
956,74.977585
957,49.724525
958,67.24106
959,49.681126
960,80.95549
961,64.82516
962,35.315784
963,29.50226
964,35.843353
965,58.712112
966,35.63026
967,71.19986
968,36.030888
969,36.197563
970,36.04091
971,24.184017
972,37.608673
973,56.551266
974,26.701424
975,77.770805
976,27.65507
977,38.1281
978,28.446987
979,17.614834
980,29.579742
981,46.51989
982,44.753983
983,60.44239
984,71.450745
985,35.063164
986,72.757706
987,47.174477
988,61.517464
989,47.79961
990,79.52937
991,66.29408
992,37.831535
993,32.107597
994,37.15361
995,61.859592
996,38.165665
997,73.75682
998,39.23102
999,37.31887
1000,37.700684
1001,26.7275
1002,38.51118
1003,59.10417
1004,27.042746
1005,80.24083
1006,30.077782
1007,41.502796
1008,27.861614
1009,21.016956
1010,28.0168
1011,48.045765
1012,61.01125
1013,63.562428
1014,70.48427
1015,35.6307
1016,69.05987
1017,49.499752
1018,66.62014
1019,49.589523
1020,79.21721
1021,64.08933
1022,34.332954
1023,32.87108
1024,32.577656
1025,58.63575
1026,35.178253
1027,68.584984
1028,35.65767
1029,37.593
1030,34.17447
1031,28.42915
1032,33.689735
1033,57.286663
1034,29.899515
1035,74.6225
1036,29.909763
1037,41.41815
1038,28.803686
1039,23.40065
1040,28.03573
1041,46.99708
1042,52.992867
1043,56.452145
1044,66.10362
1045,35.933872
1046,65.16127
1047,46.10284
1048,63.128143
1049,45.503063
1050,71.89816
1051,64.01663
1052,39.74015
1053,31.928585
1054,38.555515
1055,58.66704
1056,39.83944
1057,70.72635
1058,40.00112
1059,38.37497
1060,39.31707
1061,26.143019
1062,38.813133
1063,56.472794
1064,28.745167
1065,78.83673
1066,30.932205
1067,40.46246
1068,28.463629
1069,17.052881
1070,29.092127
1071,46.6265
1072,57.265312
1073,63.744957
1074,74.77684
1075,31.089184
1076,74.46736
1077,47.228603
1078,68.95855
1079,46.972733
1080,85.464966
1081,66.85603
1082,36.90124
1083,30.619957
1084,35.144447
1085,60.72135
1086,37.14833
1087,73.517624
1088,38.066193
1089,37.26335
1090,36.29393
1091,24.19881
1092,36.258312
1093,55.917156
1094,28.834766
1095,80.18049
1096,31.310966
1097,40.41392
1098,27.938713
1099,17.959642
1100,28.518692
1101,46.881477
1102,52.260845
1103,62.57206
1104,76.389915
1105,31.802776
1106,75.519615
1107,46.51137
1108,70.85448
1109,46.192192
1110,83.29991
1111,66.26948
1112,38.907215
1113,29.63069
1114,36.781685
1115,59.97484
1116,39.87574
1117,73.41837
1118,40.501923
1119,35.81437
1120,37.942368
1121,22.965551
1122,37.661224
1123,59.970345
1124,28.765947
1125,81.04292
1126,31.927734
1127,38.242252
1128,27.17221
1129,16.918339
1130,26.764889
1131,47.601845
1132,59.410583
1133,59.416405
1134,83.77815
1135,34.789654
1136,83.75848
1137,47.575157
1138,77.950165
1139,47.783337
1140,90.8779
1141,66.11359
1142,37.9141
1143,29.395851
1144,38.169132
1145,59.58105
1146,38.098076
1147,72.70794
1148,38.91889
1149,36.309006
1150,38.294533
1151,23.122189
1152,39.408882
1153,57.29261
1154,28.005474
1155,78.324646
1156,31.28907
1157,36.73314
1158,26.917183
1159,16.410015
1160,31.92583
1161,48.88374
1162,52.883987
1163,64.0632
1164,73.42641
1165,34.010956
1166,74.40775
1167,49.156517
1168,68.55804
1169,48.991238
1170,85.029205
1171,63.87431
1172,36.06687
1173,30.707521
1174,35.987488
1175,57.60091
1176,37.067036
1177,70.106384
1178,36.398685
1179,37.263702
1180,37.518467
1181,24.617405
1182,36.62579
1183,53.583347
1184,28.374245
1185,78.39323
1186,28.825249
1187,39.505013
1188,29.097952
1189,15.42841
1190,27.233328
1191,45.355198
1192,58.4786
1193,63.7779
1194,72.76754
1195,31.15239
1196,73.77557
1197,46.82436
1198,70.54955
1199,46.603035
1200,79.468185
1201,65.34563
1202,38.947952
1203,30.398115
1204,40.482
1205,58.620613
1206,40.765602
1207,73.20906
1208,40.802177
1209,36.813683
1210,41.93827
1211,23.293362
1212,43.02902
1213,55.902515
1214,30.473463
1215,76.83653
1216,31.221035
1217,36.01861
1218,30.975176
1219,17.01989
1220,35.213455
1221,47.51643
1222,52.000877
1223,65.69005
1224,78.41986
1225,32.67625
1226,79.31377
1227,47.926807
1228,69.97559
1229,48.11581
1230,82.58033
1231,65.37427
1232,36.88115
1233,30.719091
1234,35.710392
1235,58.684578
1236,37.676735
1237,72.71731
1238,38.12933
1239,38.08107
1240,36.983814
1241,23.732763
1242,36.72706
1243,58.458298
1244,27.239975
1245,78.73882
1246,30.164011
1247,38.425858
1248,26.770569
1249,16.98369
1250,28.556116
1251,48.080357
1252,54.629555
1253,63.00012
1254,71.7977
1255,31.175373
1256,71.742134
1257,47.62792
1258,67.04562
1259,47.303078
1260,78.67453
1261,64.98456
1262,36.12404
1263,26.774994
1264,35.2389
1265,60.67269
1266,36.258034
1267,72.6537
1268,37.12323
1269,32.59677
1270,35.361713
1271,21.194103
1272,36.607204
1273,56.35251
1274,25.124653
1275,77.52865
1276,25.66092
1277,36.105812
1278,24.323023
1279,13.973824
1280,25.109526
1281,43.332508
1282,62.758102
1283,60.141754
1284,71.4086
1285,33.37706
1286,70.27416
1287,46.55679
1288,67.42929
1289,46.387733
1290,81.470634
1291,65.51143
1292,34.727627
1293,32.901573
1294,32.764782
1295,59.870777
1296,35.442642
1297,70.19313
1298,35.910316
1299,37.94317
1300,34.23221
1301,28.385462
1302,33.66308
1303,58.682144
1304,29.322441
1305,76.616554
1306,29.750668
1307,41.958107
1308,28.397823
1309,23.292606
1310,27.244324
1311,47.524128
1312,52.779495
1313,56.792274
1314,68.64508
1315,36.09467
1316,67.337616
1317,46.424515
1318,64.385994
1319,45.585144
1320,74.886505
1321,64.6279
1322,35.03112
1323,29.248987
1324,35.79444
1325,58.52886
1326,35.51735
1327,70.86678
1328,35.74849
1329,35.876118
1330,35.96049
1331,23.984968
1332,37.57545
1333,56.723442
1334,26.538628
1335,77.77304
1336,27.323658
1337,37.589848
1338,28.516628
1339,17.229874
1340,29.49062
1341,46.174973
1342,43.853104
1343,60.646812
1344,70.24924
1345,34.50701
1346,71.614334
1347,46.837395
1348,60.590324
1349,47.648113
1350,76.95889
1351,64.66135
1352,37.5363
1353,32.0118
1354,36.65108
1355,59.35229
1356,37.905117
1357,69.9859
1358,37.943535
1359,37.23918
1360,37.667336
1361,26.90084
1362,37.179554
1363,55.480316
1364,29.767685
1365,75.445175
1366,29.688599
1367,40.414566
1368,29.553173
1369,21.323473
1370,28.582436
1371,44.098175
1372,54.901245
1373,61.002907
1374,74.44896
1375,32.1255
1376,73.83908
1377,45.22984
1378,68.326645
1379,44.634438
1380,82.1617
1381,68.821686
1382,36.98047
1383,32.12138
1384,34.494484
1385,63.003025
1386,37.911415
1387,76.22751
1388,39.288868
1389,39.02275
1390,36.32909
1391,25.670006
1392,36.374046
1393,59.22666
1394,22.927528
1395,84.04734
1396,29.925587
1397,43.434258
1398,23.25462
1399,20.571468
1400,26.64351
1401,45.326927
1402,49.77934
1403,59.920647
1404,76.11103
1405,28.369076
1406,73.85242
1407,43.61825
1408,64.92627
1409,42.674606
1410,84.471115
1411,65.99855
1412,36.04032
1413,31.678932
1414,36.867035
1415,61.22084
1416,37.369656
1417,72.41878
1418,36.331356
1419,37.122776
1420,37.757294
1421,26.464458
1422,37.676144
1423,58.626328
1424,30.303684
1425,76.818794
1426,27.187706
1427,40.201073
1428,30.049755
1429,18.949917
1430,28.560352
1431,49.11221
1432,62.233025
1433,63.274467
1434,75.15278
1435,35.787758
1436,76.056175
1437,49.11892
1438,71.658646
1439,49.23128
1440,82.58051
1441,67.75667
1442,38.76336
1443,30.522148
1444,35.706257
1445,59.899845
1446,38.611736
1447,76.10356
1448,39.42882
1449,38.086327
1450,37.329666
1451,22.176893
1452,36.484116
1453,56.485664
1454,31.046938
1455,81.8279
1456,32.519978
1457,40.447304
1458,30.298708
1459,17.436115
1460,28.37186
1461,45.700638
1462,58.422348
1463,62.119476
1464,76.87181
1465,30.969936
1466,75.60439
1467,45.758793
1468,74.07608
1469,44.458767
1470,83.81292
1471,64.09554
1472,38.29871
1473,27.384342
1474,40.464836
1475,57.949257
1476,38.532608
1477,71.394394
1478,38.474125
1479,33.323093
1480,40.24701
1481,20.48346
1482,42.435295
1483,55.428246
1484,30.039991
1485,77.38329
1486,29.51116
1487,34.76824
1488,32.77247
1489,12.605232
1490,35.000565
1491,46.284824
1492,50.028496
1493,65.132675
1494,75.32349
1495,32.780357
1496,77.61124
1497,47.85205
1498,68.77502
1499,48.90128
1500,80.80027
1501,67.20723
1502,36.539566
1503,29.59005
1504,35.793655
1505,60.1559
1506,37.009422
1507,73.775345
1508,36.99624
1509,36.332966
1510,36.435345
1511,23.386253
1512,36.75081
1513,57.67364
1514,30.014874
1515,81.38854
1516,29.729296
1517,37.50829
1518,30.789225
1519,15.239555
1520,30.546827
1521,47.192856
1522,59.02622
1523,59.72148
1524,81.19587
1525,37.689163
1526,81.33157
1527,48.254097
1528,75.30227
1529,48.443005
1530,90.84493
1531,64.20446
1532,36.882042
1533,31.705173
1534,36.045982
1535,59.092087
1536,37.537373
1537,69.750534
1538,37.279015
1539,36.949844
1540,37.162197
1541,26.393518
1542,36.785362
1543,56.273052
1544,30.47436
1545,74.76311
1546,29.430244
1547,40.053734
1548,29.63851
1549,19.641266
1550,29.08046
1551,46.637566
1552,59.13445
1553,60.94243
1554,71.57884
1555,33.874863
1556,71.3988
1557,47.027843
1558,68.17774
1559,46.577633
1560,78.10692
1561,65.69661
1562,38.35768
1563,32.000423
1564,37.51395
1565,59.25173
1566,40.462673
1567,72.75778
1568,39.75002
1569,38.601215
1570,39.580643
1571,25.561916
1572,38.504448
1573,54.429657
1574,30.995235
1575,80.274635
1576,33.570396
1577,42.29509
1578,30.433828
1579,16.785805
1580,32.237797
1581,47.36035
1582,58.41562
1583,62.79319
1584,79.685295
1585,31.739079
1586,77.66603
1587,47.28335
1588,75.35959
1589,47.0291
1590,84.51959
1591,65.81407
1592,37.32102
1593,32.20961
1594,35.027657
1595,58.82763
1596,37.221535
1597,72.64389
1598,37.408245
1599,37.839897
1600,36.78063
1601,24.119312
1602,35.867256
1603,54.370144
1604,30.27267
1605,79.46499
1606,31.440989
1607,40.087162
1608,30.114697
1609,18.93039
1610,28.213142
1611,43.346783
1612,56.537384
1613,62.19732
1614,72.52735
1615,32.194168
1616,72.03516
1617,45.88119
1618,70.713455
1619,43.922733
1620,80.007805
1621,65.93047
1622,38.208282
1623,31.582756
1624,37.66087
1625,61.215168
1626,38.49353
1627,73.361984
1628,39.829895
1629,37.02542
1630,38.270683
1631,26.085016
1632,39.268303
1633,58.570713
1634,27.454235
1635,79.70395
1636,30.228344
1637,42.087025
1638,28.20731
1639,20.576954
1640,28.752253
1641,48.15285
1642,60.562298
1643,62.658054
1644,70.73134
1645,35.49114
1646,69.14566
1647,49.2976
1648,66.65166
1649,49.033043
1650,79.824
1651,64.930534
1652,37.966824
1653,29.764723
1654,36.24781
1655,60.079712
1656,38.411644
1657,71.53237
1658,38.73284
1659,36.17897
1660,37.19879
1661,23.834877
1662,37.175858
1663,55.797684
1664,30.746124
1665,80.05433
1666,31.830774
1667,38.29332
1668,29.771116
1669,16.188652
1670,28.35029
1671,48.49459
1672,51.757996
1673,59.247356
1674,77.82792
1675,36.607296
1676,78.33056
1677,47.788353
1678,70.16671
1679,47.476757
1680,87.985825
1681,65.286026
1682,38.816525
1683,31.214659
1684,38.387985
1685,60.010498
1686,39.57791
1687,71.30288
1688,39.46256
1689,36.880974
1690,39.273926
1691,25.683098
1692,39.264534
1693,57.067947
1694,31.759441
1695,76.86955
1696,31.489546
1697,40.79209
1698,31.713585
1699,18.338657
1700,31.446484
1701,47.99541
1702,60.216644
1703,62.15348
1704,75.13281
1705,33.94348
1706,75.00874
1707,48.15114
1708,70.97915
1709,47.79709
1710,81.33742
1711,66.277695
1712,36.7657
1713,30.144245
1714,36.97748
1715,59.786766
1716,37.908924
1717,74.01566
1718,37.924152
1719,37.35019
1720,38.17431
1721,22.921577
1722,38.693268
1723,57.548073
1724,25.70099
1725,80.49685
1726,30.073189
1727,38.352676
1728,26.17633
1729,16.305983
1730,30.661907
1731,49.288105
1732,53.164917
1733,65.7902
1734,74.62854
1735,32.107483
1736,75.16362
1737,48.920753
1738,66.90805
1739,49.438354
1740,85.70349
1741,66.65083
1742,38.7375
1743,29.624907
1744,36.658173
1745,61.022552
1746,39.283497
1747,73.44132
1748,39.789177
1749,35.712357
1750,37.88836
1751,23.547974
1752,37.666336
1753,57.162647
1754,32.930416
1755,79.14909
1756,32.24341
1757,38.642784
1758,31.109606
1759,17.693302
1760,28.943638
1761,48.448643
1762,57.33397
1763,62.28132
1764,74.704895
1765,32.171036
1766,73.55381
1767,47.717213
1768,70.62131
1769,46.733376
1770,83.87271
1771,61.746845
1772,36.3889
1773,31.555325
1774,35.992485
1775,57.35963
1776,36.127922
1777,67.9716
1778,35.533913
1779,36.04435
1780,36.77321
1781,25.257614
1782,36.566097
1783,54.623028
1784,29.56116
1785,73.76742
1786,29.001549
1787,39.618515
1788,30.101305
1789,19.460924
1790,30.045355
1791,46.582726
1792,56.403755
1793,61.42973
1794,69.63762
1795,32.71865
1796,70.453384
1797,46.93189
1798,68.10559
1799,45.58662
1800,75.15042
1801,67.462456
1802,37.14612
1803,29.198906
1804,37.84118
1805,60.70386
1806,37.596375
1807,74.33629
1808,37.888245
1809,36.14621
1810,38.306255
1811,22.05421
1812,39.34991
1813,57.630028
1814,28.083488
1815,80.153854
1816,30.710855
1817,36.883476
1818,27.448633
1819,15.383583
1820,31.56912
1821,49.285515
1822,55.15346
1823,65.24861
1824,74.48697
1825,34.983444
1826,76.26572
1827,50.06448
1828,70.74897
1829,50.124588
1830,85.04953
1831,66.846535
1832,40.082264
1833,30.454777
1834,37.93512
1835,60.270866
1836,39.98178
1837,73.76242
1838,39.913616
1839,36.908993
1840,39.35147
1841,23.481884
1842,38.825493
1843,55.558617
1844,31.303009
1845,81.42711
1846,34.702816
1847,41.933907
1848,31.160542
1849,14.980595
1850,32.747417
1851,47.478542
1852,61.92894
1853,64.29604
1854,78.68976
1855,30.380463
1856,78.11403
1857,47.748108
1858,74.389244
1859,65.9965
1860,33.87861
1861,27.312223
1862,35.55941
1863,60.464752
1864,34.872307
1865,72.34842
1866,34.839188
1867,33.878105
1868,35.897247
1869,21.063412
1870,37.558186
1871,59.902386
1872,23.651943
1873,78.270615
1874,25.594025
